ID_RUC|DPTO|PROV|DISTRITO|SEXO|CARGO_ENCUESTADO|ACT_ECO|ANIO|ESTADO_EMPRESA|VAR_VENTA|PCT_VAR_VENTA|MODAL_VENTA|PCT_TRAB_LABO|MODAL_TRAB|TIENE_PROB_FINANC|TIEMPO_RECUPERARSE|SUSP_PERFECTA
00000017917|LIMA|LIMA|LURIGANCHO|2.0|Gerente/a general|Actividades de descontaminación y otros servicios de gestión de desechos|1997.0|Parcialmente operativa|Se mantiene||Solo de forma presencial|De 41 a 60%|Trabajo mixto|0.0|De 13 a 18 meses|0.0
00000017952|LIMA|LIMA|LIMA|2.0|Administrador/a|Actividades de restaurantes y de servicio móvil de comidas|2000.0|Operativa|Disminuyó|80.0|Solo a traves de delivery|De 41 a 60%|Trabajo mixto|1.0|De 6 a 12 meses|1.0
00000017980|LIMA|LIMA|SAN ISIDRO|2.0|Contador/a|Elaboración y conservación de pescado, crustáceos y moluscos|1992.0|Operativa|Se mantiene||Presencial y delivery|De 61 a 80%|Trabajo mixto|0.0|No se vio afectada|0.0
00000017987|LIMA|LIMA|LURIN|2.0|Otro|Transporte de carga por carretera|1998.0|Parcialmente operativa|Disminuyó|40.0|Solo de forma presencial|De 41 a 60%|Trabajo mixto|1.0|De 6 a 12 meses|0.0
00000018007|CALLAO|CALLAO|CALLAO|2.0|Contador/a|Otras actividades de servicio de comidas|1997.0|Parcialmente operativa|Disminuyó|25.0|Solo de forma presencial|De 41 a 60%|Trabajo mixto|0.0|De 13 a 18 meses|1.0
00000018058|LIMA|LIMA|SANTIAGO DE SURCO|2.0|Otro|Extracción de otros minerales metalíferos no ferrosos|1945.0|Operativa|Disminuyó|80.0|Solo online|De 21 a 40%|Trabajo mixto|0.0|De 6 a 12 meses|0.0
00000018062|LIMA|LIMA|SAN ISIDRO|1.0|Contador/a|Generación, transmisión y distribución de energía eléctrica|1998.0|Operativa|Se mantiene||Por otra modalidad|De 61 a 80%|Trabajo mixto|0.0|En menos de 6 meses|0.0
00000018110|LIMA|LIMA|SAN LUIS|2.0|Gerente/a general|Otras industrias manufactureras n.c.p.|1997.0|Operativa|Disminuyó|50.0|Solo online|De 41 a 60%|Trabajo mixto|0.0|De 6 a 12 meses|0.0
00000018130|LIMA|LIMA|SAN ISIDRO|2.0|Contador/a|Actividades de alojamiento para estancias cortas|2000.0|Parcialmente operativa|NO REALIO VENTAS|||Hasta 20%|Solo trabajo presencial|1.0|Más de 24 meses|1.0
00000018145|LIMA|LIMA|SAN BORJA|1.0|Contador/a|Actividades de restaurantes y de servicio móvil de comidas|1998.0|Parcialmente operativa|Disminuyó|70.0|Solo online|De 61 a 80%|Trabajo mixto|1.0|De 13 a 18 meses|0.0
00000018202|LIMA|LIMA|MAGDALENA DEL MAR|2.0|Otro|Actividades de consultoría de gestión|1998.0|Operativa|Disminuyó|50.0|Presencial y delivery|De 61 a 80%|Solo trabajo remoto|0.0|De 13 a 18 meses|0.0
00000018248|LIMA|LIMA|SAN ISIDRO|1.0|Otro|Venta al por mayor de otros tipos de maquinaria y equipo|1998.0|Parcialmente operativa|Se mantiene||Presencial y delivery|De 41 a 60%|Solo trabajo remoto|0.0|De 6 a 12 meses|0.0
00000019134|LIMA|LIMA|SAN BORJA|2.0|Contador/a|Venta al por menor de otros productos nuevos en comercios especializados|1998.0|Operativa|Disminuyó|30.0|Solo a traves de delivery|De 21 a 40%|Trabajo mixto|0.0|En menos de 6 meses|0.0
00000019140|LIMA|LIMA|SAN BORJA|1.0|Otro|Otras actividades de servicio de comidas|1998.0|Operativa|Disminuyó|20.0|Solo de forma presencial|De 81 a 100%|Trabajo mixto|0.0|En menos de 6 meses|0.0
00000019144|LIMA|LIMA|SAN ISIDRO|1.0|Otro|Actividades de hospitales|1998.0|Operativa|Disminuyó|1.0|Solo online|Hasta 20%|Trabajo mixto|0.0|De 19 a 24 meses|0.0
00000019145|LIMA|LIMA|ATE|2.0|Contador/a|Otras actividades profesionales, científicas y técnicas n.c.p.|1998.0|Parcialmente operativa|Disminuyó|50.0|Solo online|De 41 a 60%|Trabajo mixto|0.0|De 13 a 18 meses|1.0
00000019204|LIMA|LIMA|CHORRILLOS|2.0|Contador/a|Fabricación de jabones y detergentes, preparados para limpiar y pulir, perfumes y preparados de tocador|1998.0|Operativa|Se mantiene||Solo online|De 61 a 80%|Trabajo mixto|0.0|No se vio afectada|0.0
00000019233|LIMA|LIMA|EL AGUSTINO|2.0|Contador/a|Fabricación de pasta de madera, papel y cartón|1996.0|Operativa|Disminuyó|20.0|Solo de forma presencial|De 81 a 100%|Trabajo mixto|0.0|En menos de 6 meses|0.0
00000019269|LIMA|LIMA|MIRAFLORES|1.0|Contador/a|Actividades de alojamiento para estancias cortas|1975.0|Inoperativa|NO REALIO VENTAS|||Hasta 20%|Solo trabajo remoto|1.0|De 19 a 24 meses|1.0
00000019274|LIMA|LIMA|SANTIAGO DE SURCO|1.0|Contador/a|Fabricación de cemento, cal y yeso|1957.0|Parcialmente operativa|Disminuyó|60.0|Presencial y delivery|De 41 a 60%|Trabajo mixto|0.0|Más de 24 meses|0.0
00000019318|LIMA|LIMA|SAN ISIDRO|2.0|Administrador/a|Construcción de edificios|1999.0|Parcialmente operativa|Disminuyó|75.0|Solo de forma presencial|De 21 a 40%|Trabajo mixto|1.0|De 13 a 18 meses|1.0
00000019349|LIMA|LIMA|LINCE|2.0|Contador/a|Actividades de investigación|1999.0|Operativa|Disminuyó|25.0|Solo de forma presencial|De 81 a 100%|Trabajo mixto|0.0|De 19 a 24 meses|1.0
00000019412|LIMA|LIMA|MIRAFLORES|2.0|Contador/a|Construcción de carreteras y vías de ferrocarril|1999.0|Operativa|Disminuyó|70.0|Solo de forma presencial|Hasta 20%|Trabajo mixto|1.0|De 6 a 12 meses|1.0
00000019468|LIMA|LIMA|SAN BORJA|1.0|Contador/a|Almacenamiento y depósito|2006.0|Operativa|Disminuyó|30.0|Solo online|De 81 a 100%|Trabajo mixto|0.0|De 6 a 12 meses|0.0
00000019512|LIMA|LIMA|ATE|2.0|Otro|Venta al por mayor de otros tipos de maquinaria y equipo|1999.0|Parcialmente operativa|Disminuyó|40.0|Solo a traves de delivery|De 21 a 40%|Trabajo mixto|0.0|De 6 a 12 meses|0.0
00000019544|LIMA|LIMA|PUENTE PIEDRA|2.0|Contador/a|Elaboración de productos de molinería|2000.0|Operativa|Disminuyó|20.0|Solo de forma presencial|De 61 a 80%|Trabajo mixto|0.0|De 6 a 12 meses|0.0
00000019555|LIMA|LIMA|LIMA|2.0|Otro|Acabado de productos textiles|1999.0|Operativa|Disminuyó|60.0|Presencial y delivery|De 41 a 60%|Solo trabajo presencial|0.0|En menos de 6 meses|1.0
00000019592|LIMA|LIMA|MIRAFLORES|2.0|Otro|Transporte de carga por ferrocarril|1999.0|Parcialmente operativa|Disminuyó|68.0|Por otra modalidad|De 61 a 80%|Trabajo mixto|0.0|De 19 a 24 meses|1.0
00000021075|LIMA|LIMA|MIRAFLORES|1.0|Otro|Construcción de carreteras y vías de ferrocarril|2014.0|Inoperativa|NO REALIO VENTAS|||Hasta 20%|Solo trabajo remoto|0.0|De 6 a 12 meses|1.0
00000021332|LIMA|LIMA|SANTIAGO DE SURCO|2.0|Otro|Actividades de operadores turísticos|1999.0|Parcialmente operativa|Disminuyó|100.0|Presencial y delivery|De 21 a 40%|Solo trabajo remoto|0.0|De 6 a 12 meses|1.0
00000021403|LIMA|LIMA|SANTIAGO DE SURCO|2.0|Contador/a|Venta al por mayor de desperdicios, desechos y chatarra y otros productos n.c.p.|1999.0|Operativa|Aumentó|2.0|Presencial y delivery|De 81 a 100%|Trabajo mixto|0.0|En menos de 6 meses|0.0
00000021450|LIMA|LIMA|ATE|2.0|Contador/a|Transporte de carga por carretera|2005.0|Inoperativa|NO REALIO VENTAS|||Hasta 20%|Solo trabajo presencial|0.0|Más de 24 meses|0.0
00000021469|LIMA|LIMA|LIMA|1.0|Otro|Enseñanza superior|2000.0|Operativa|Se mantiene||Presencial y delivery|De 41 a 60%|Solo trabajo remoto|1.0|De 19 a 24 meses|0.0
00000021513|LIMA|LIMA|LURIN|2.0|Otro|Fabricación de sustancias químicas básicas|2000.0|Parcialmente operativa|Disminuyó|10.0|Solo de forma presencial|De 61 a 80%|Trabajo mixto|0.0|En menos de 6 meses|0.0
00000021570|LIMA|LIMA|LA VICTORIA|1.0|Otro|Otras actividades de telecomunicación|2001.0|Operativa|Disminuyó|26.0|Solo online|De 61 a 80%|Trabajo mixto|0.0|En menos de 6 meses|0.0
00000021576|LIMA|LIMA|SAN ISIDRO|2.0|Otro|Extracción de gas natural|2000.0|Operativa|Disminuyó|44.0|Solo de forma presencial|De 81 a 100%|Solo trabajo remoto|0.0|En menos de 6 meses|0.0
00000021688|LIMA|LIMA|SAN ISIDRO|2.0|Contador/a|Acuicultura de agua dulce|2011.0|Parcialmente operativa|Disminuyó|20.0|Solo online|De 21 a 40%|Trabajo mixto|1.0|En menos de 6 meses|0.0
00000021708|LIMA|LIMA|LIMA|2.0|Gerente/a general|Venta al por mayor no especializada|2000.0|Parcialmente operativa|Disminuyó|90.0|Solo a traves de delivery|De 81 a 100%|Solo trabajo remoto|1.0|De 6 a 12 meses|0.0
00000021833|CALLAO|CALLAO|CALLAO|1.0|Otro|Fabricación de productos metálicos para uso estructural|2008.0|Parcialmente operativa|Disminuyó|90.0|Solo online|Hasta 20%|Trabajo mixto|1.0|De 19 a 24 meses|0.0
00000021834|LIMA|LIMA|LA MOLINA|2.0|Contador/a|Fabricación de materiales de construcción de arcilla|2008.0|Operativa|Disminuyó|50.0|Solo de forma presencial|De 41 a 60%|Trabajo mixto|0.0|No se vio afectada|0.0
00000022009|LIMA|LIMA|SAN ISIDRO|1.0|Contador/a|Transporte de carga por carretera|2004.0|Parcialmente operativa|Disminuyó|73.0|Solo a traves de delivery|De 21 a 40%|Trabajo mixto|0.0|De 6 a 12 meses|1.0
00000022106|LIMA|LIMA|SURQUILLO|2.0|Gerente/a general|Otras actividades especializadas de construcción|2005.0|Parcialmente operativa|Disminuyó|75.0|Presencial y delivery|De 41 a 60%|Trabajo mixto|0.0|De 6 a 12 meses|0.0
00000023160|LIMA|LIMA|INDEPENDENCIA|1.0|Contador/a|Actividades de restaurantes y de servicio móvil de comidas|2008.0|Parcialmente operativa|Disminuyó|70.0|Solo a traves de delivery|De 21 a 40%|Solo trabajo presencial|0.0|Más de 24 meses|1.0
00000023642|LIMA|LIMA|SAN BORJA|2.0|Otro|Venta al por mayor de materias primas agropecuarias y animales vivos|2008.0|Operativa|Se mantiene||Por otra modalidad|De 81 a 100%|Solo trabajo remoto|0.0|No se vio afectada|0.0
00000023647|LIMA|LIMA|SANTIAGO DE SURCO|1.0|Otro|Venta al por mayor no especializada|2008.0|Operativa|Disminuyó|30.0|Solo de forma presencial|De 41 a 60%|Trabajo mixto|1.0|De 6 a 12 meses|0.0
00000023733|LIMA|LIMA|SANTIAGO DE SURCO|1.0|Contador/a|Actividades de envasado y empaquetado|2008.0|Operativa|Disminuyó|30.0|Solo de forma presencial|De 61 a 80%|Trabajo mixto|0.0|De 6 a 12 meses|0.0
00000024191|LIMA|LIMA|SANTIAGO DE SURCO|2.0|Otro|Terminación y acabado de edificios|2014.0|Operativa|Disminuyó|40.0|Solo online|De 61 a 80%|Trabajo mixto|0.0|De 6 a 12 meses|1.0
00000024487|LIMA|LIMA|SAN ISIDRO|2.0|Otro|Transporte por tuberías|2000.0|Operativa|Disminuyó|71.0|Solo de forma presencial|De 81 a 100%|Solo trabajo remoto|0.0|En menos de 6 meses|0.0
00000024488|LIMA|LIMA|SAN ISIDRO|2.0|Otro|Extracción de gas natural|2000.0|Operativa|Disminuyó|30.0|Solo de forma presencial|De 81 a 100%|Solo trabajo remoto|0.0|En menos de 6 meses|0.0
00000024525|LIMA|LIMA|LURIN|2.0|Otro|Reparación de maquinaria|2000.0|Operativa|Disminuyó|19.0|Solo de forma presencial|De 81 a 100%|Trabajo mixto|0.0|De 6 a 12 meses|0.0
00000024534|LIMA|LIMA|SAN JUAN DE LURIGANCHO|2.0|Contador/a|Venta al por mayor de productos textiles, prendas de vestir y calzado|2001.0|Parcialmente operativa|Disminuyó|98.0|Solo online|Hasta 20%|Trabajo mixto|1.0|De 6 a 12 meses|1.0
00000024561|LIMA|LIMA|SAN ISIDRO|1.0|Contador/a|Construcción de carreteras y vías de ferrocarril|2001.0|Parcialmente operativa|Disminuyó|30.0|Solo de forma presencial|De 41 a 60%|Trabajo mixto|1.0|De 6 a 12 meses|1.0
00000024590|CALLAO|CALLAO|CALLAO|2.0|Contador/a|Actividades de servicios vinculadas al transporte aéreo|2001.0|Parcialmente operativa|Disminuyó|91.0|Solo de forma presencial|De 61 a 80%|Trabajo mixto|0.0|Más de 24 meses|0.0
00000024647|LIMA|LIMA|SAN JUAN DE LURIGANCHO|2.0|Contador/a|Fabricación de prendas de vestir, excepto prendas de piel|2001.0|Parcialmente operativa|NO REALIO VENTAS|||De 81 a 100%|Solo trabajo presencial|0.0|De 6 a 12 meses|1.0
00000024765|LIMA|LIMA|SAN MIGUEL|1.0|Contador/a|Actividades de restaurantes y de servicio móvil de comidas|2004.0|Parcialmente operativa|Disminuyó|90.0|Solo online|De 21 a 40%|Trabajo mixto|0.0|De 13 a 18 meses|1.0
00000024778|LIMA|LIMA|LURIN|2.0|Contador/a|Fabricación de productos de plástico|2001.0|Operativa|Aumentó|39.0|Solo online|De 81 a 100%|Trabajo mixto|1.0|No se vio afectada|0.0
00000024788|LIMA|LIMA|MIRAFLORES|1.0|Administrador/a|Actividades de restaurantes y de servicio móvil de comidas|2015.0|Inoperativa|NO REALIO VENTAS|||Hasta 20%|Solo trabajo remoto|1.0|En menos de 6 meses|0.0
00000024885|LIMA|LIMA|LA VICTORIA|1.0|Otro|Venta de vehículos automotores|1993.0|Parcialmente operativa|Aumentó|40.0|Solo online|De 21 a 40%|Trabajo mixto|1.0|De 13 a 18 meses|0.0
00000024900|LIMA|LIMA|SANTIAGO DE SURCO|1.0|Otro|Otras actividades especializadas de construcción|2001.0|Operativa|NO REALIO VENTAS|||Hasta 20%|Trabajo mixto|1.0|En menos de 6 meses|0.0
00000024997|LIMA|LIMA|MIRAFLORES|2.0|Contador/a|Fabricación de otros productos elaborados de metal n.c.p.|2001.0|Operativa|Disminuyó|50.0|Presencial y delivery|De 81 a 100%|Solo trabajo remoto|0.0|En menos de 6 meses|0.0
00000025080|LIMA|LIMA|SAN BORJA|2.0|Otro|Fabricación de gas; distribución de combustibles gaseosos por tuberías|2004.0|Operativa|Disminuyó|38.0|Solo a traves de delivery|De 81 a 100%|Trabajo mixto|0.0|En menos de 6 meses|0.0
00000025095|LIMA|LIMA|SAN ISIDRO|1.0|Otro|Venta al por mayor de combustibles sólidos, líquidos y gaseosos y productos conexos|2002.0|Parcialmente operativa|Disminuyó|58.0|Solo de forma presencial|De 81 a 100%|Trabajo mixto|0.0|De 6 a 12 meses|0.0
00000025177|LIMA|LIMA|SANTIAGO DE SURCO|2.0|Contador/a|Actividades de consultoría de gestión|2002.0|Parcialmente operativa|Disminuyó|30.0|Solo online|De 41 a 60%|Trabajo mixto|1.0|De 6 a 12 meses|1.0
00000025274|LIMA|LIMA|SAN ISIDRO|1.0|Contador/a|Generación, transmisión y distribución de energía eléctrica|2002.0|Operativa|Se mantiene||Por otra modalidad|De 61 a 80%|Trabajo mixto|0.0|No se vio afectada|0.0
00000025317|LIMA|LIMA|SAN BORJA|2.0|Contador/a|Otras actividades especializadas de construcción|2002.0|Parcialmente operativa|Disminuyó|50.0|Presencial y delivery|Hasta 20%|Solo trabajo remoto|0.0|De 6 a 12 meses|0.0
00000025366|LIMA|LIMA|SAN MIGUEL|1.0|Contador/a|Transporte de carga por carretera|2002.0|Parcialmente operativa|Disminuyó|3.0|Presencial y delivery|De 81 a 100%|Trabajo mixto|0.0|De 6 a 12 meses|0.0
00000025498|LIMA|LIMA|CARABAYLLO|2.0|Contador/a|Construcción de edificios|2002.0|Parcialmente operativa|NO REALIO VENTAS|||Hasta 20%|Solo trabajo remoto|0.0|De 6 a 12 meses|0.0
00000025504|LIMA|LIMA|MIRAFLORES|2.0|Contador/a|Actividades de alojamiento para estancias cortas|2003.0|Parcialmente operativa|Disminuyó|44.0|Por otra modalidad|De 41 a 60%|Trabajo mixto|0.0|De 6 a 12 meses|1.0
00000025507|LIMA|LIMA|SAN ISIDRO|2.0|Contador/a|Construcción de carreteras y vías de ferrocarril|2003.0|Operativa|Se mantiene||Por otra modalidad|Hasta 20%|Solo trabajo remoto|0.0|No se vio afectada|0.0
00000025516|LIMA|LIMA|LA VICTORIA|1.0|Administrador/a|Venta al por mayor de productos textiles, prendas de vestir y calzado|2003.0|Parcialmente operativa|Disminuyó|40.0|Presencial y delivery|Hasta 20%|Trabajo mixto|0.0|De 13 a 18 meses|0.0
00000025546|LIMA|LIMA|SAN JUAN DE LURIGANCHO|1.0|Contador/a|Venta al por menor de combustibles para vehículos automotores en comercios especializados|2003.0|Parcialmente operativa|Disminuyó|70.0|Solo online|De 41 a 60%|Trabajo mixto|0.0|De 13 a 18 meses|0.0
00000025549|LIMA|LIMA|SANTIAGO DE SURCO|1.0|Otro|Actividades de restaurantes y de servicio móvil de comidas|2003.0|Parcialmente operativa|Disminuyó|82.0|Solo a traves de delivery|De 41 a 60%|Trabajo mixto|1.0|De 6 a 12 meses|0.0
00000025567|LIMA|LIMA|ATE|1.0|Contador/a|Elaboración de otros productos alimenticios n.c.p.|2003.0|Operativa|Aumentó|24.0|Solo online|De 81 a 100%|Trabajo mixto|0.0|No se vio afectada|0.0
00000025576|LIMA|LIMA|LIMA|2.0|Contador/a|Venta de vehículos automotores|2003.0|Parcialmente operativa|NO REALIO VENTAS|||De 41 a 60%|Solo trabajo remoto|0.0|De 6 a 12 meses|0.0
00000025581|LIMA|LIMA|SAN ISIDRO|1.0|Contador/a|Construcción de edificios|2003.0|Operativa|Disminuyó|80.0|Presencial y delivery|Hasta 20%|Trabajo mixto|0.0|De 6 a 12 meses|0.0
00000025639|LIMA|LIMA|SAN ISIDRO|1.0|Otro|Actividades de apoyo para la extracción de petróleo y gas natural|2003.0|Operativa|Disminuyó|55.0|Solo a traves de delivery|De 81 a 100%|Trabajo mixto|0.0|No se vio afectada|0.0
00000025735|LIMA|LIMA|SAN ISIDRO|2.0|Contador/a|Extracción de gas natural|2003.0|Operativa|Disminuyó|40.0|Por otra modalidad|De 61 a 80%|Trabajo mixto|0.0|En menos de 6 meses|0.0
00000025786|LIMA|LIMA|SAN ISIDRO|1.0|Contador/a|Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería|2013.0|Operativa|Se mantiene||Presencial y delivery|De 81 a 100%|Solo trabajo remoto|0.0|No se vio afectada|0.0
00000025813|LIMA|LIMA|LIMA|2.0|Contador/a|Venta al por mayor de otros tipos de maquinaria y equipo|2003.0|Parcialmente operativa|Disminuyó|72.0|Por otra modalidad|De 41 a 60%|Trabajo mixto|0.0|En menos de 6 meses|0.0
00000025814|LIMA|LIMA|MAGDALENA DEL MAR|2.0|Contador/a|Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades|2003.0|Parcialmente operativa|Disminuyó|80.0|Presencial y delivery|Hasta 20%|Trabajo mixto|1.0|Más de 24 meses|1.0
00000025867|LIMA|LIMA|SAN ISIDRO|1.0|Contador/a|Actividades de alojamiento para estancias cortas|2003.0|Parcialmente operativa|Disminuyó|70.0|Solo de forma presencial|Hasta 20%|Trabajo mixto|0.0|Más de 24 meses|0.0
00000025920|LIMA|LIMA|SAN ISIDRO|1.0|Contador/a|Venta al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones|2003.0|Operativa|Disminuyó|40.0|Solo online|De 21 a 40%|Trabajo mixto|0.0|De 6 a 12 meses|0.0
00000025947|LIMA|LIMA|SAN JUAN DE LURIGANCHO|1.0|Otro|Venta al por menor de combustibles para vehículos automotores en comercios especializados|2003.0|Parcialmente operativa|Disminuyó|62.0|Solo de forma presencial|De 81 a 100%|Trabajo mixto|0.0|De 6 a 12 meses|0.0
00000026125|CALLAO|CALLAO|CALLAO|1.0|Administrador/a|Reparación de equipo eléctrico|2004.0|Operativa|Disminuyó|85.0|Presencial y delivery|Hasta 20%|Trabajo mixto|0.0|Más de 24 meses|0.0
00000026141|LIMA|LIMA|SANTIAGO DE SURCO|2.0|Contador/a|Elaboración y conservación de pescado, crustáceos y moluscos|2004.0|Parcialmente operativa|Se mantiene||Por otra modalidad|De 81 a 100%|Trabajo mixto|0.0|De 6 a 12 meses|0.0
00000026154|CALLAO|CALLAO|CALLAO|1.0|Otro|Fabricación de otros productos de caucho|2004.0|Parcialmente operativa|Disminuyó|43.0|Solo a traves de delivery|De 21 a 40%|Trabajo mixto|0.0|De 6 a 12 meses|0.0
00000026161|LIMA|LIMA|MIRAFLORES|2.0|Administrador/a|Actividades de restaurantes y de servicio móvil de comidas|2004.0|Inoperativa||||||||
00000026195|LIMA|LIMA|SURQUILLO|2.0|Contador/a|Actividades de restaurantes y de servicio móvil de comidas|2004.0|Inoperativa|NO REALIO VENTAS|||Hasta 20%|Solo trabajo remoto|0.0|Más de 24 meses|1.0
00000026225|LIMA|LIMA|CHORRILLOS|1.0|Otro|Actividades de restaurantes y de servicio móvil de comidas|2004.0|Parcialmente operativa|NO REALIO VENTAS|||Hasta 20%|Solo trabajo remoto|0.0|En menos de 6 meses|1.0
00000026275|LIMA|LIMA|BARRANCO|2.0|Contador/a|Actividades de restaurantes y de servicio móvil de comidas|2004.0|Parcialmente operativa|Disminuyó|95.0|Solo a traves de delivery|Hasta 20%|Trabajo mixto|1.0|Más de 24 meses|0.0
00000026319|LIMA|LIMA|CHORRILLOS|1.0|Otro|Corte, talla y acabado de la piedra|2004.0|Inoperativa||||||||
00000026379|LIMA|LIMA|SANTIAGO DE SURCO|1.0|Contador/a|Elaboración y conservación de pescado, crustáceos y moluscos|2004.0|Operativa|Disminuyó|50.0|Solo de forma presencial|Hasta 20%|Trabajo mixto|1.0|De 6 a 12 meses|0.0
00000026677|LIMA|LIMA|LIMA|2.0|Otro|Extracción de gas natural|2005.0|Operativa|Disminuyó|30.0|Solo de forma presencial|De 81 a 100%|Solo trabajo remoto|0.0|En menos de 6 meses|0.0
00000026761|LIMA|LIMA|SAN ISIDRO|1.0|Otro|Actividades de restaurantes y de servicio móvil de comidas|2005.0|Parcialmente operativa|Disminuyó|82.0|Solo a traves de delivery|Hasta 20%|Trabajo mixto|0.0|De 6 a 12 meses|0.0
00000026768|LIMA|LIMA|SAN ISIDRO|1.0|Otro|Extracción de gas natural|1996.0|Operativa|Disminuyó|1.0|Solo online|De 81 a 100%|Trabajo mixto|0.0|En menos de 6 meses|0.0
00000026809|LIMA|LIMA|SAN ISIDRO|1.0|Contador/a|Otras actividades especializadas de construcción|2005.0|Operativa|Disminuyó|30.0|Por otra modalidad|De 81 a 100%|Solo trabajo remoto|0.0|De 6 a 12 meses|0.0
00000026829|LIMA|LIMA|SAN BORJA|1.0|Otro|Construcción de otras obras de ingeniería civil|2015.0|Parcialmente operativa|NO REALIO VENTAS|||Hasta 20%|Solo trabajo remoto|0.0|De 6 a 12 meses|1.0
00000026846|LIMA|LIMA|LA VICTORIA|2.0|Contador/a|Fabricación de productos de plástico|2005.0|Operativa|Disminuyó|30.0|Solo a traves de delivery|De 61 a 80%|Solo trabajo presencial|0.0|En menos de 6 meses|0.0
00000026879|LIMA|LIMA|SAN ISIDRO|1.0|Otro|Instalaciones eléctricas|2006.0|Operativa|Se mantiene||Presencial y delivery|De 81 a 100%|Trabajo mixto|0.0|No se vio afectada|0.0
00000026888|CALLAO|CALLAO|BELLAVISTA|2.0|Contador/a|Otras actividades de servicio de comidas|2005.0|Parcialmente operativa|Disminuyó|35.0|Solo de forma presencial|De 61 a 80%|Trabajo mixto|1.0|De 6 a 12 meses|0.0
00000027009|LIMA|LIMA|MIRAFLORES|1.0|Otro|Actividades de agencias de viajes|2005.0|Parcialmente operativa|NO REALIO VENTAS|||De 21 a 40%|Solo trabajo remoto|0.0|De 13 a 18 meses|1.0
00000027086|LIMA|LIMA|LOS OLIVOS|1.0|Otro|Elaboración de aceites y grasas de origen vegetal y animal|2018.0|Operativa|Aumentó|10.0|Solo de forma presencial|De 61 a 80%|Trabajo mixto|0.0|En menos de 6 meses|0.0
00000027130|LIMA|LIMA|LIMA|1.0|Contador/a|Fabricación de juegos y juguetes|2005.0|Parcialmente operativa|Disminuyó|95.0|Solo de forma presencial|Hasta 20%|Trabajo mixto|0.0|De 6 a 12 meses|0.0
00000027152|LIMA|LIMA|MIRAFLORES|1.0|Contador/a|Otras actividades especializadas de construcción|2006.0|Parcialmente operativa|NO REALIO VENTAS|||Hasta 20%|Solo trabajo remoto|0.0|De 6 a 12 meses|0.0
00000027188|LIMA|LIMA|MIRAFLORES|2.0|Administrador/a|Transporte de pasajeros por vía aérea|2006.0|Inoperativa|Disminuyó|99.0|Presencial y delivery|De 81 a 100%|Solo trabajo remoto|0.0|Más de 24 meses|1.0
00000027284|LIMA|LIMA|LA VICTORIA|2.0|Otro|Elaboración y conservación de pescado, crustáceos y moluscos|2006.0|Operativa|Disminuyó|70.0|Solo a traves de delivery|De 41 a 60%|Trabajo mixto|0.0|De 6 a 12 meses|0.0
00000027337|LIMA|LIMA|SANTIAGO DE SURCO|2.0|Otro|Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico|2006.0|Operativa|Aumentó|16.0|Presencial y delivery|De 81 a 100%|Trabajo mixto|1.0|No se vio afectada|0.0
00000027353|LIMA|LIMA|ATE|1.0|Otro|Fabricación de otros productos textiles n.c.p.|2000.0|Parcialmente operativa|NO REALIO VENTAS|||Hasta 20%|Trabajo mixto|0.0|De 6 a 12 meses|0.0
00000027362|LIMA|LIMA|SAN ISIDRO|2.0|Contador/a|Actividades de alojamiento para estancias cortas|2009.0|Inoperativa|NO REALIO VENTAS|||Hasta 20%|Trabajo mixto|0.0|De 6 a 12 meses|1.0
00000027374|LIMA|LIMA|SAN ISIDRO|2.0|Contador/a|Venta al por mayor de combustibles sólidos, líquidos y gaseosos y productos conexos|2006.0|Operativa|Disminuyó|76.0|Solo de forma presencial|De 81 a 100%|Trabajo mixto|0.0|De 6 a 12 meses|0.0
00000027389|LIMA|LIMA|SAN ISIDRO|2.0|Contador/a|Venta al por mayor de combustibles sólidos, líquidos y gaseosos y productos conexos|2006.0|Operativa|Disminuyó|93.0|Solo online|De 81 a 100%|Trabajo mixto|0.0|De 13 a 18 meses|0.0
00000027390|LIMA|LIMA|LIMA|1.0|Otro|Fabricación de productos de plástico|1970.0|Operativa|Disminuyó|40.0|Solo a traves de delivery|De 81 a 100%|Trabajo mixto|0.0|De 6 a 12 meses|0.0
00000027471|LIMA|LIMA|LIMA|2.0|Contador/a|Actividades inmobiliarias realizadas con bienes propios o arrendados|2006.0|Parcialmente operativa|Disminuyó|64.0|Solo online|De 81 a 100%|Trabajo mixto|0.0|De 13 a 18 meses|0.0
00000027837|LIMA|LIMA|LA MOLINA|1.0|Otro|Actividades de restaurantes y de servicio móvil de comidas|2007.0|Parcialmente operativa|Disminuyó|78.0|Solo online|De 81 a 100%|Trabajo mixto|0.0|De 6 a 12 meses|1.0
00000027848|LIMA|LIMA|LIMA|2.0|Contador/a|Actividades de restaurantes y de servicio móvil de comidas|2016.0|Inoperativa|NO REALIO VENTAS|||Hasta 20%|Solo trabajo remoto|1.0|En menos de 6 meses|1.0
